Bits,Epsilon,HammingWeight,Multiplications,Time,Algorithm,Set,Mode,Iterations,IsPrime,nMod4
367,-1,367,0,5.596167E-05,mpz_probab_prime_p,Mersenne numbers,prep,36876,0,3
367,-1,367,0,5.422859E-05,mpz_probab_prime_p,Mersenne numbers,prep,36876,0,3
367,-1,367,0,5.496367E-05,mpz_probab_prime_p,Mersenne numbers,prep,36876,0,3
367,-1,367,0,5.544618E-05,mpz_probab_prime_p,Mersenne numbers,prep,36876,0,3
367,-1,367,0,5.517576E-05,mpz_probab_prime_p,Mersenne numbers,prep,36876,0,3
373,-1,373,0,5.436155E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
373,-1,373,0,5.944591E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
373,-1,373,0,6.103595E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
373,-1,373,0,5.396447E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
373,-1,373,0,5.394711E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
373,-1,373,0,5.421695E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
373,-1,373,0,5.461720E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
373,-1,373,0,5.449493E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
373,-1,373,0,5.511989E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
373,-1,373,0,5.421535E-05,mpz_probab_prime_p,Mersenne numbers,prep,37213,0,3
379,-1,379,0,5.529305E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
379,-1,379,0,5.515988E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
379,-1,379,0,5.619300E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
379,-1,379,0,5.572640E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
379,-1,379,0,5.606835E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
379,-1,379,0,5.579659E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
379,-1,379,0,5.486708E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
379,-1,379,0,5.489860E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
379,-1,379,0,5.518639E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
379,-1,379,0,5.559915E-05,mpz_probab_prime_p,Mersenne numbers,prep,35805,0,3
383,-1,383,0,5.542843E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
383,-1,383,0,5.535463E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
383,-1,383,0,5.604221E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
383,-1,383,0,5.555004E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
383,-1,383,0,5.534796E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
383,-1,383,0,5.645711E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
383,-1,383,0,5.650351E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
383,-1,383,0,5.592077E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
383,-1,383,0,5.564885E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
383,-1,383,0,5.620973E-05,mpz_probab_prime_p,Mersenne numbers,prep,36309,0,3
389,-1,389,0,7.021285E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
389,-1,389,0,6.931362E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
389,-1,389,0,7.036029E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
389,-1,389,0,7.002271E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
389,-1,389,0,6.923239E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
389,-1,389,0,6.927394E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
389,-1,389,0,6.951196E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
389,-1,389,0,7.674209E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
389,-1,389,0,6.986670E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
389,-1,389,0,6.978136E-05,mpz_probab_prime_p,Mersenne numbers,prep,28807,0,3
397,-1,397,0,7.196603E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
397,-1,397,0,7.093140E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
397,-1,397,0,7.100488E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
397,-1,397,0,7.076156E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
397,-1,397,0,7.172630E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
397,-1,397,0,7.079571E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
397,-1,397,0,7.080594E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
397,-1,397,0,7.150145E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
397,-1,397,0,7.119658E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
397,-1,397,0,7.071364E-05,mpz_probab_prime_p,Mersenne numbers,prep,28315,0,3
401,-1,401,0,7.131617E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
401,-1,401,0,7.216308E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
401,-1,401,0,7.201800E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
401,-1,401,0,7.264199E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
401,-1,401,0,7.157503E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
401,-1,401,0,7.154730E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
401,-1,401,0,7.188126E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
401,-1,401,0,7.236133E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
401,-1,401,0,7.187102E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
401,-1,401,0,7.159661E-05,mpz_probab_prime_p,Mersenne numbers,prep,26976,0,3
409,-1,409,0,7.389516E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
409,-1,409,0,7.502194E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
409,-1,409,0,7.308969E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
409,-1,409,0,7.313807E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
409,-1,409,0,7.386753E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
409,-1,409,0,7.313570E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
409,-1,409,0,7.342622E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
409,-1,409,0,7.323601E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
409,-1,409,0,7.386656E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
409,-1,409,0,7.294821E-05,mpz_probab_prime_p,Mersenne numbers,prep,27490,0,3
419,-1,419,0,7.540579E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
419,-1,419,0,7.469823E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
419,-1,419,0,7.576094E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
419,-1,419,0,7.464955E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
419,-1,419,0,7.498239E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
419,-1,419,0,7.538173E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
419,-1,419,0,7.617928E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
419,-1,419,0,7.623668E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
419,-1,419,0,7.572547E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
419,-1,419,0,8.247917E-05,mpz_probab_prime_p,Mersenne numbers,prep,26836,0,3
421,-1,421,0,7.613241E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
421,-1,421,0,7.605599E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
421,-1,421,0,7.660149E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
421,-1,421,0,7.523302E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
421,-1,421,0,7.675991E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
421,-1,421,0,7.602733E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
421,-1,421,0,7.521931E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
421,-1,421,0,7.499642E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
421,-1,421,0,7.518434E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
421,-1,421,0,7.576939E-05,mpz_probab_prime_p,Mersenne numbers,prep,26592,0,3
431,-1,431,0,7.680070E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
431,-1,431,0,7.668605E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
431,-1,431,0,7.673059E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
431,-1,431,0,7.671556E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
431,-1,431,0,7.674162E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
431,-1,431,0,7.715918E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
431,-1,431,0,7.730389E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
431,-1,431,0,7.673706E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
431,-1,431,0,7.677759E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
431,-1,431,0,7.756982E-05,mpz_probab_prime_p,Mersenne numbers,prep,26062,0,3
433,-1,433,0,7.769780E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
433,-1,433,0,7.728233E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
433,-1,433,0,7.813390E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
433,-1,433,0,7.735240E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
433,-1,433,0,7.810924E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
433,-1,433,0,7.728482E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
433,-1,433,0,7.803609E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
433,-1,433,0,7.725466E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
433,-1,433,0,7.769122E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
433,-1,433,0,7.726661E-05,mpz_probab_prime_p,Mersenne numbers,prep,25649,0,3
439,-1,439,0,7.927336E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
439,-1,439,0,7.843016E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
439,-1,439,0,7.851592E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
439,-1,439,0,7.843574E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
439,-1,439,0,7.919310E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
439,-1,439,0,7.846708E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
439,-1,439,0,7.857890E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
439,-1,439,0,7.837683E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
439,-1,439,0,7.930214E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
439,-1,439,0,7.838071E-05,mpz_probab_prime_p,Mersenne numbers,prep,25599,0,3
443,-1,443,0,8.266803E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
443,-1,443,0,8.263092E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
443,-1,443,0,8.262340E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
443,-1,443,0,8.263216E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
443,-1,443,0,8.262967E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
443,-1,443,0,8.350948E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
443,-1,443,0,8.284720E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
443,-1,443,0,8.262461E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
443,-1,443,0,8.262679E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
443,-1,443,0,8.379326E-05,mpz_probab_prime_p,Mersenne numbers,prep,24298,0,3
449,-1,449,0,1.039234E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
449,-1,449,0,1.031223E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
449,-1,449,0,1.045503E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
449,-1,449,0,1.030961E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
449,-1,449,0,1.034785E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
449,-1,449,0,1.031238E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
449,-1,449,0,1.041529E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
449,-1,449,0,1.030807E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
449,-1,449,0,1.036163E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
449,-1,449,0,1.030908E-04,mpz_probab_prime_p,Mersenne numbers,prep,19484,0,3
457,-1,457,0,1.035185E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
457,-1,457,0,1.023978E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
457,-1,457,0,1.024675E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
457,-1,457,0,1.023847E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
457,-1,457,0,1.024592E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
457,-1,457,0,1.023986E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
457,-1,457,0,1.037672E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
457,-1,457,0,1.023758E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
457,-1,457,0,1.027618E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
457,-1,457,0,1.024072E-04,mpz_probab_prime_p,Mersenne numbers,prep,19588,0,3
461,-1,461,0,1.028841E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
461,-1,461,0,1.032002E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
461,-1,461,0,1.042810E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
461,-1,461,0,1.059652E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
461,-1,461,0,1.034553E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
461,-1,461,0,1.032065E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
461,-1,461,0,1.047400E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
461,-1,461,0,1.032471E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
461,-1,461,0,1.032204E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
461,-1,461,0,1.050159E-04,mpz_probab_prime_p,Mersenne numbers,prep,18489,0,3
463,-1,463,0,1.050827E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
463,-1,463,0,1.040340E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
463,-1,463,0,1.046893E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
463,-1,463,0,1.051049E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
463,-1,463,0,1.044409E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
463,-1,463,0,1.040421E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
463,-1,463,0,1.040380E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
463,-1,463,0,1.050429E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
463,-1,463,0,1.044382E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
463,-1,463,0,1.044675E-04,mpz_probab_prime_p,Mersenne numbers,prep,19311,0,3
467,-1,467,0,1.063202E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
467,-1,467,0,1.051138E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
467,-1,467,0,1.053219E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
467,-1,467,0,1.051052E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
467,-1,467,0,1.050774E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
467,-1,467,0,1.050437E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
467,-1,467,0,1.052967E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
467,-1,467,0,1.060952E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
467,-1,467,0,1.054506E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
467,-1,467,0,1.050655E-04,mpz_probab_prime_p,Mersenne numbers,prep,19083,0,3
479,-1,479,0,1.083539E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
479,-1,479,0,1.072957E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
479,-1,479,0,1.072877E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
479,-1,479,0,1.072924E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
479,-1,479,0,1.258705E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
479,-1,479,0,1.092832E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
479,-1,479,0,1.074754E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
479,-1,479,0,1.097115E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
479,-1,479,0,1.149192E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
479,-1,479,0,1.160123E-04,mpz_probab_prime_p,Mersenne numbers,prep,18726,0,3
487,-1,487,0,1.122180E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
487,-1,487,0,1.114100E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
487,-1,487,0,1.103183E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
487,-1,487,0,1.092198E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
487,-1,487,0,1.100410E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
487,-1,487,0,1.099157E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
487,-1,487,0,1.091751E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
487,-1,487,0,1.092174E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
487,-1,487,0,1.096351E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
487,-1,487,0,1.094001E-04,mpz_probab_prime_p,Mersenne numbers,prep,17205,0,3
491,-1,491,0,1.102643E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
491,-1,491,0,1.114556E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
491,-1,491,0,1.102881E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
491,-1,491,0,1.104602E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
491,-1,491,0,1.103010E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
491,-1,491,0,1.113211E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
491,-1,491,0,1.102433E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
491,-1,491,0,1.103476E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
491,-1,491,0,1.102453E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
491,-1,491,0,1.114097E-04,mpz_probab_prime_p,Mersenne numbers,prep,18226,0,3
499,-1,499,0,1.121921E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
499,-1,499,0,1.122827E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
499,-1,499,0,1.122031E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
499,-1,499,0,1.133196E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
499,-1,499,0,1.122728E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
499,-1,499,0,1.122099E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
499,-1,499,0,1.123405E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
499,-1,499,0,1.122277E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
499,-1,499,0,1.122092E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
499,-1,499,0,1.123384E-04,mpz_probab_prime_p,Mersenne numbers,prep,17823,0,3
503,-1,503,0,1.137202E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
503,-1,503,0,1.135320E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
503,-1,503,0,1.128657E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
503,-1,503,0,1.141990E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
503,-1,503,0,1.129002E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
503,-1,503,0,1.129778E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
503,-1,503,0,1.128506E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
503,-1,503,0,1.139554E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
503,-1,503,0,1.129585E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
503,-1,503,0,1.134686E-04,mpz_probab_prime_p,Mersenne numbers,prep,16713,0,3
509,-1,509,0,1.142259E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
509,-1,509,0,1.155430E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
509,-1,509,0,1.142281E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
509,-1,509,0,1.143282E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
509,-1,509,0,1.142567E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
509,-1,509,0,1.153863E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
509,-1,509,0,1.142427E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
509,-1,509,0,1.144611E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
509,-1,509,0,1.151883E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
509,-1,509,0,1.234437E-04,mpz_probab_prime_p,Mersenne numbers,prep,17584,0,3
521,-1,521,0,1.476482E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
521,-1,521,0,1.478726E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
521,-1,521,0,1.663628E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
521,-1,521,0,1.577184E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
521,-1,521,0,1.504860E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
521,-1,521,0,1.612227E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
521,-1,521,0,1.571994E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
521,-1,521,0,1.466599E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
521,-1,521,0,1.527137E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
521,-1,521,0,1.452613E-04,mpz_probab_prime_p,Mersenne numbers,prep,13918,13918,3
523,-1,523,0,1.458213E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
523,-1,523,0,1.459450E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
523,-1,523,0,1.449108E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
523,-1,523,0,1.434155E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
523,-1,523,0,1.433227E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
523,-1,523,0,1.434417E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
523,-1,523,0,1.445732E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
523,-1,523,0,1.435597E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
523,-1,523,0,1.433576E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
523,-1,523,0,1.433082E-04,mpz_probab_prime_p,Mersenne numbers,prep,13912,0,3
541,-1,541,0,1.500839E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
541,-1,541,0,1.534414E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
541,-1,541,0,1.482454E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
541,-1,541,0,1.481520E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
541,-1,541,0,1.496644E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
541,-1,541,0,1.481807E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
541,-1,541,0,1.479764E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
541,-1,541,0,1.492660E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
541,-1,541,0,1.494599E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
541,-1,541,0,1.566384E-04,mpz_probab_prime_p,Mersenne numbers,prep,13522,0,3
547,-1,547,0,1.593871E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
547,-1,547,0,1.551821E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
547,-1,547,0,1.504050E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
547,-1,547,0,1.531535E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
547,-1,547,0,1.512526E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
547,-1,547,0,1.520454E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
547,-1,547,0,1.502111E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
547,-1,547,0,1.530942E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
547,-1,547,0,1.522750E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
547,-1,547,0,1.519979E-04,mpz_probab_prime_p,Mersenne numbers,prep,13061,0,3
557,-1,557,0,1.559539E-04,mpz_probab_prime_p,Mersenne numbers,prep,13114,0,3
557,-1,557,0,1.574055E-04,mpz_probab_prime_p,Mersenne numbers,prep,13114,0,3
557,-1,557,0,1.524528E-04,mpz_probab_prime_p,Mersenne numbers,prep,13114,0,3
557,-1,557,0,1.535700E-04,mpz_probab_prime_p,Mersenne numbers,prep,13114,0,3
557,-1,557,0,1.523722E-04,mpz_probab_prime_p,Mersenne numbers,prep,13114,0,3
